Easting,Northing
537400,177100
538470,173330
535910,172180
538960,173210
537910,174490
538390,175050
536250,172590
536250,172590
536250,172590
536250,172590
536740,171750
536740,171750
536710,177030
535440,177180
539160,175190
538370,175380
538410,175580
538150,171880
539470,175200
536420,172980
537470,173890
537680,174030
537110,173240
537110,173240
536820,176630
535100,173260
535100,173260
538110,175050
538110,175050
538110,175050
535750,176910
538200,175780
537190,173420
539680,171430
536440,173870
536810,176650
537530,173610
536130,173280
536130,173280
536570,176910
538220,171820
540600,172120
540600,172120
536370,175870
536370,175870
536370,175870
537310,171630
536640,176820
537720,176230
539890,174520
536357,176995
536850,174750
539250,175190
535400,173190
536380,175870
536210,173280
536720,177040
536620,177520
536620,177520
536620,177520
536620,177520
536620,177520
535780,177530
537890,174410
536920,176520
537970,172170
537970,172170
535770,176860
537680,173070
538130,175060
537670,172430
535360,171520
536041,176856
536760,173290
538710,175810
537640,175970
538890,174130
537390,176700
536380,175870
537510,173850
537790,173560
535970,174090
536320,176980
535650,177040
535770,177260
540070,171560
535890,174890
539740,175260
540380,173420
540380,173420
537735,173756
537670,173420
537890,174440
537890,174440
536380,175020
536480,174720
536140,173290
539390,173700
535090,171810
537670,175010
540380,173420
540380,173420
537300,175540
535220,171610
536840,172610
539560,172450
539560,172450
539560,172450
539560,172450
536780,175710
536397,174518
538760,175640
540060,171850
539870,174730
536698,178474
537820,172700
539860,173560
536920,173300
536130,173290
535170,171410
537770,172880
537850,172630
536270,178390
538970,173100
537390,177100
537760,173830
537760,173830
537760,173830
537760,173830
535650,177040
537190,176950
540600,172120
537500,173770
535980,175930
536330,178340
539920,171380
539920,171380
535490,172510
540970,172430
538040,174930
539402,173718
538130,175070
538130,175070
536870,177840
536870,177840
537690,173050
541380,172270
541380,172270
537270,173490
538040,174910
537590,176010
539790,174980
536370,172710
536370,172710
534980,172000
534980,172000
537030,176980
537890,174360
535340,176690
538150,175130
535890,173280
534950,173340
538540,174520
538760,171700
536910,176810
537190,176950
539760,174980
536680,175210
540610,172150
536540,176950
536060,175210
537060,176370
537060,176370
538170,173680
538170,173680
536540,171840
539830,174990
535560,177100
537700,173680
537860,172550
537860,172550
537860,172550
536500,172250
536560,178130
536300,178120
538880,171370
538880,171370
538880,171370
538170,171860
539130,175080
536580,178110
535610,171450
536930,177800
540070,171840
537890,174370
536750,171760
536140,178480
540660,172870
535000,173070
535000,173070
537010,177240
537870,172470
536440,178250
537330,176930
540100,173850
538460,173610
538170,171360
536570,178110
536570,178110
539750,171390
538150,175130
538150,175130
538150,175130
538150,175130
536740,172680
539780,171950
539780,171950
537090,173200
537650,173180
535980,173280
535980,173280
536540,176540
536540,176540
537160,176260
539360,175190
537890,174160
537890,174160
537890,174160
535010,173080
537390,177110
538110,175500
540600,172230
538160,175710
540630,172210
540630,172210
540630,172210
537640,175980
536960,176900
540030,171670
538800,172080
538800,172080
539880,172140
537170,176490
539390,173710
536540,176950
537750,173800
537750,173800
537750,173800
536720,177040
538250,175980
538060,173700
538100,171270
538590,173680
535800,173280
536530,171880
536530,171880
535870,172480
536870,177020
536370,175830
538620,171590
538620,171590
538620,171590
537130,176960
535460,177280
535460,177280
535230,172970
539040,173110
536060,178550
537890,174370
539520,176110
534300,171460
535530,174080
536160,177720
535430,172850
538210,175250
537940,174160
539010,171240
536320,175610
536320,175610
535940,174880
538470,175460
538470,175460
537040,176980
537070,175510
538850,171410
536920,171450
536920,171450
536270,175930
537900,174460
538510,174560
539320,170700
539170,173690
536060,176870
537890,172340
537670,173280
540020,173810
534630,173100
536520,172010
536470,174710
539330,174780
537920,173730
537040,176340
538050,174920
535370,177220
535900,173280
539750,173770
538170,171360
537950,174950
540150,172370
540150,172370
537550,174050
541310,172240
541310,172240
541310,172240
536820,177030
540700,172740
537900,172320
537140,176960
537140,176960
537140,176960
538960,173100
538960,173100
537790,173900
539620,175710
536540,175610
536540,175610
536540,175610
536290,176960
537630,175980
535910,176850
537310,176910
537310,176910
537310,176910
539610,173750
535340,173460
536510,172810
536520,172280
537260,171600
535650,177040
536420,177010
536140,173380
539250,170780
535910,173280
535440,176770
535770,176850
537680,173530
538990,174030
538250,175330
535690,171450
534690,171580
537150,173420
537150,173420
539120,173110
540100,173840
540100,173840
538380,175590
539170,175190
537410,173570
538890,171320
538940,172300
538470,175550
537670,174930
539740,171410
539740,171410
537570,173610
535590,176800
535590,176800
536210,174010
536210,174010
536210,174010
535550,177100
536000,178620
536000,178620
536000,178620
535960,178600
536700,177040
538500,174590
536550,171840
537290,173520
536320,176980
538282,175733
539000,171080
538170,173680
538170,173680
538160,173690
538820,175230
539130,171490
539130,171490
536060,172500
536990,176990
537890,174280
536235,176942
535970,176850
538450,175560
537840,173940
536880,176550
540610,172140
536680,173500
535350,177230
536630,175010
536630,175010
536630,175010
537890,172320
536520,174850
537850,173550
536220,178430
538880,174720
537360,176730
539390,173700
539390,173700
539390,173700
539390,173700
539390,173700
538920,173340
539290,171570
538980,172890
536770,175970
537800,172770
538870,171380
537800,173750
537800,173750
538150,173690
538130,175060
538130,175060
537320,176920
536760,174640
538940,171220
537750,175500
537750,175500
537750,175500
536120,173540
537590,176010
535410,171520
536140,173340
538820,175230
536140,176890
537800,173750
535970,175010
539710,171420
539710,171420
537360,174970
539700,171190
537970,173720
537820,172740
539890,174520
536530,176400
535810,176840
539090,173680
539090,173680
539090,173680
538220,171810
539840,174980
537740,175910
537740,172970
536030,177950
537410,173570
538760,171500
537260,172220
539700,173760
539070,174620
536570,176180
537520,176060
537990,173160
535330,176810
538180,175780
537710,175930
536330,172140
538320,174950
535870,176840
536490,174750
536490,174750
535510,171490
538790,171480
537210,176950
535430,176720
536380,173280
538890,176400
537870,175840
536230,174060
535940,176850
537410,176390
537760,175900
540760,172350
539450,175140
538450,175570
537760,173820
537140,177680
538460,173660
538380,175590
537840,171540
536670,176670
535420,172900
537892,174284
538010,172120
535360,177220
537890,172320
537890,172320
539650,176010
539650,176010
538390,172830
537020,176990
535310,172750
538040,174930
539450,172730
538130,175060
538130,175060
535790,177400
537320,176180
539360,175200
536010,178610
536010,175410
537890,174280
539310,170700
539310,170700
539310,170700
535550,171120
537840,173960
538870,176650
538610,176710
539840,174980
539650,175940
537360,177550
538630,176710
538970,176650
534430,175950
531510,180490
532540,176520
534320,172190
532540,176730
534870,176750
532150,180180
534420,175270
531650,180178
531650,180178
531890,179840
532533,176602
532533,176602
532533,176602
532533,176602
532070,178830
532420,177800
532600,176740
534750,173820
535460,179400
532440,179770
533030,177580
531730,178520
533410,176720
533410,176720
533410,176720
533410,176720
533410,176720
536180,179330
534300,178816
533760,175340
533260,175600
532330,176850
535500,179504
532660,173810
534930,174310
532980,174400
534340,172200
531650,180380
532290,179590
534430,173310
531710,178480
531680,179410
532730,180250
532730,180250
535120,177360
535120,177360
535220,178030
532530,176755
532530,176755
532530,176755
532530,176755
532451,179764
535660,178830
534382,177876
533188,175743
534390,179090
533060,178890
533040,178950
533140,173680
532580,180020
533790,176730
534190,178820
532440,177310
532930,177810
534330,174820
531640,179990
534170,173570
534320,177260
533650,176800
535100,179550
535660,178820
532230,178480
532470,176960
534060,178050
533250,177990
532260,180160
534390,174960
531470,179420
533043,178922
533820,175120
532620,178690
531900,179140
532440,177970
532850,177770
532850,177770
535670,178940
532570,180150
534870,179550
532175,179502
536000,178620
536000,178620
534810,174450
534500,177780
534420,175490
532900,172560
535870,179370
532600,179480
533260,178570
532260,180180
532120,178730
531980,179110
531980,179130
533910,171730
533910,171730
533910,171730
533910,171730
534080,177150
532090,178110
532090,178110
534430,175780
534400,178240
533030,177570
533030,177570
535130,179590
532460,177860
534024,176700
535220,178020
535160,176690
533740,178440
531820,178690
531820,178690
533120,174130
533650,178330
531310,179390
533260,175420
533260,175420
533260,175420
533260,175420
533620,173240
533620,173240
533650,178320
534830,176770
534260,176311
534260,176311
534590,179440
535120,179460
532170,179910
533090,177900
533820,177470
532500,178960
535520,175920
534330,176130
533820,178890
532710,176720
534530,175520
535130,176700
532470,178970
532770,179230
532430,177990
534130,175350
534756,175681
533350,180035
534910,179040
534070,178050
534506,177318
534820,176740
533040,175990
531870,179490
532180,179930
532070,179700
534250,176890
531640,180380
531790,180300
534450,176760
534450,176760
534530,176500
532422,177490
532700,175970
535970,178630
532700,179370
535449,180050
535449,180050
532390,178960
531640,180010
531640,180010
532767,180308
533710,176790
535680,178760
534070,178050
534200,176850
534590,176770
535170,176690
532000,178710
533950,171410
531480,179420
533740,178430
535587,178988
533840,174940
534730,177608
532540,179940
535280,174540
534810,177450
534990,177430
532540,176747
534560,176780
531654,180469
531649,180174
531830,178700
534440,176600
532220,178510
533030,177580
533250,179270
532540,177890
532758,174793
532600,178690
532260,180050
532742,175919
534450,176760
533950,176720
534710,176040
532070,179700
534120,177120
533330,178810
532440,177300
532550,180000
534440,175490
535000,176720
535290,179280
532460,177120
532340,179650
531916,178798
535520,180310
532960,179540
532550,176280
534380,173360
533360,177130
532900,176680
534280,177410
534280,177410
534280,177410
532727,172794
533650,178320
534728,174562
531980,179160
531980,179160
531980,179160
531980,179160
534510,178800
531920,178802
535910,178700
533790,179150
531990,179190
532530,176730
532530,176730
534500,177310
534500,177310
532420,177390
532050,179670
535130,176700
533460,179700
532600,176160
533740,178240
533670,178610
531870,180010
533280,179400
534560,176770
534060,178060
531910,179100
532590,176840
531560,179220
533800,175260
534660,179170
532430,177810
534030,176700
534760,174510
532760,175850
532760,175850
532690,179330
534810,177450
532800,178630
534570,176960
532560,176260
531990,177950
532460,176760
532540,176480
534740,176780
533900,179450
533810,178120
532100,176540
533020,178920
534530,175520
532280,180200
533560,178400
531900,179040
533780,174830
533780,174830
534490,173240
532470,176960
532540,176500
533550,178390
534250,177420
533580,179860
532810,176690
531650,180010
531570,180390
534390,176030
531650,180190
533830,175030
533830,175030
533830,175030
532530,176610
534430,175910
531650,179840
531920,179120
534310,175460
532960,178960
532470,176990
532810,177890
532630,178690
533830,177480
533040,177460
532530,176600
532440,178000
532330,174370
532350,178180
533710,178260
535170,176690
532480,178970
531670,179440
534560,176770
533940,173930
534820,175710
534060,178060
534660,179160
534520,177320
533820,175290
532700,178500
534770,178830
534770,178830
533860,171210
533860,171220
533860,171220
533980,178390
534440,178800
533790,179700
532775,180326
532440,177960
534990,177440
531920,179110
532310,180460
534350,174880
533780,176780
533340,180030
533340,180030
534350,176580
534350,176580
531640,180490
533170,178530
533650,178320
533530,175350
532410,177620
535110,175950
534050,176700
534060,172100
534610,175750
532770,180310
532290,178980
533080,180180
534770,176640
531940,178870
533250,174300
533040,178240
532920,178460
532920,178460
532120,178050
532800,176040
531650,179690
532070,177010
532990,177800
533200,178730
533190,175740
533430,179550
532710,176720
535660,178750
531910,178790
533530,179910
532420,177800
535040,179580
535130,179460
535380,176270
532280,179600
532080,180200
531740,178530
531620,179450
533370,176710
535150,175980
535900,174890
531790,180310
533070,178920
532410,178050
534660,176210
533760,174770
535010,176730
534260,176760
532510,179600
534160,178010
534700,177640
532420,177790
532300,178330
531990,179170
532780,180320
532780,180320
533620,180130
533620,180130
533620,180130
532770,180320
531730,178530
533160,171620
532550,176390
531540,179340
531410,179660
531720,178510
531440,180380
531410,179660
531410,179660
531730,178520
532840,172410
532540,176520
532540,176520
532540,176520
532540,176520
532540,176520
532540,176520
532750,175700
532690,173070
533700,170760
532760,175860
531440,180380
532820,172520
532630,176100
533743,178468
532730,178660
532920,178580
531740,178530
533930,179460
531930,179020
534520,175530
534520,175530
533090,176420
535770,178780
535080,179530
535680,178760
531640,180160
533550,176760
534180,177990
533010,177840
533010,177840
533010,177840
532130,178710
534380,178240
532200,179520
533700,170820
534100,178860
534070,176690
532590,176210
533810,175170
532320,178270
534510,175560
533230,173170
533660,179900
532290,180390
533310,179320
534630,177050
533810,175230
532470,179710
534220,174590
532110,179040
532110,179040
532430,177290
532430,177290
531650,180160
531650,180160
533210,178720
535110,179570
531460,179290
532760,176710
533260,178610
534721,179451
535110,179570
535110,179570
531980,179140
531980,179140
535130,178620
534280,173490
532550,176730
533690,171820
534460,179170
534250,174910
532450,179770
533070,180180
532440,176760
532440,176760
532380,178960
534450,176780
534070,175360
531410,179650
535030,179570
532920,178460
532010,178850
534980,177440
533810,174940
531900,179140
535210,175070
532640,178680
531990,179080
531650,180020
534870,175650
533550,178210
535690,178760
532440,177960
533090,179460
533170,179180
532620,177010
534820,176780
532110,179810
532110,179810
531390,179340
531580,179990
532520,176510
534400,175500
533310,178610
535760,178780
532850,177260
533890,171280
532320,176850
532110,176990
533030,178470
533030,178470
534360,177130
533760,178450
532730,179700
533700,178990
532820,176680
531410,179650
533460,179660
535390,179160
533950,175340
534220,176810
535600,174970
534400,175480
533040,177440
533580,172320
532260,178990
533710,178680
532040,179060
535650,178840
535650,178840
532760,178470
534100,176690
534100,176690
534710,179520
533610,176780
532560,176730
533420,178500
533580,179850
532800,176700
534350,177080
532550,176370
531790,180300
532410,178960
532490,179660
532420,179730
533470,178460
534490,176030
532940,179010
532220,178510
532980,178460
533460,175040
534820,176770
534820,176770
533410,179470
532440,177820
531940,178380
533270,177170
531780,180310
533580,179850
533580,179850
533570,178290
533790,176780
534450,176780
534450,175110
534710,178800
534140,178520
534180,173350
535170,176680
532310,178270
532310,178270
532690,176000
531640,180200
533960,176920
532140,178700
531900,179140
534220,176370
531920,179030
534440,176760
533810,178190
534900,178360
532410,178960
535120,176280
535120,176280
532140,178710
531660,179160
531920,178800
532320,176850
532890,179120
532110,179040
534880,177500
532430,179740
532310,178480
532760,176020
534330,177550
533340,178570
535810,178810
535810,178810
532780,180310
532780,180310
532970,180240
534440,175100
534440,175100
531960,179120
534190,176900
534050,175460
535380,179700
532320,176850
532400,178960
532320,176850
534500,176780
532990,178940
535170,179430
535170,179430
535170,179430
534920,177470
531990,179110
531640,180020
532190,179510
531820,178690
533580,179110
534070,175360
533460,178470
532410,179720
533990,174320
531980,179170
532040,179060
535680,178760
531960,179120
534520,173190
532310,179630
533280,178630
532710,180190
531630,180390
531630,180390
534940,176730
534440,175770
534380,176590
534820,178560
532130,178700
532130,178700
532770,178450
534390,175480
535260,178680
535260,178680
535200,179380
533400,178520
533400,178520
533400,178520
534560,174280
534190,176900
535600,178730
534310,176770
532640,173030
533650,178570
533650,178570
534550,176560
533930,178120
533930,178120
532350,178170
534720,174550
533400,175440
534000,173850
531900,179050
533050,178230
532440,179760
535670,178770
532908,180277
533340,178570
532987,177830
532987,177830
535230,178020
535340,176200
534360,173350
532450,177920
532690,180200
534350,179270
534750,177570
534750,177570
534560,177330
532400,177630
533540,179920
534630,175570
535560,179020
533010,179050
533010,179050
533450,179660
533220,176710
535290,179290
533780,175820
535140,177350
534820,176770
534450,177830
534450,177830
533790,177660
532250,179950
532250,179950
535550,179030
535550,179030
534040,178070
533120,179110
535670,178760
532430,178960
531970,180240
532630,179430
534390,173360
534150,177020
532090,177090
534180,173570
534180,173570
532460,176770
533610,179830
533400,178070
532370,179670
532400,177720
533160,176710
533470,176740
533810,177660
533690,173880
533870,176750
531640,180160
531640,180160
531860,178740
532520,176720
534820,177530
532420,177790
531490,179700
531960,179120
533640,178330
532490,178970
534070,175360
535200,179380
533200,176710
534698,174607
533490,179780
533350,178560
531900,179050
533260,179400
533010,180230
534180,177129
532420,177410
534360,177880
531960,178900
531960,178900
531960,178900
531960,178900
531960,178900
531960,178900
532530,176760
535290,176130
531660,179160
533540,177100
533540,177100
533560,178400
531650,179700
533820,174110
533820,174110
533030,177570
534490,176220
533370,171580
533770,176770
535280,179750
532400,178960
533490,176750
534180,177990
532450,177880
532480,179670
534750,177580
535150,179450
535150,179450
533399,179421
532450,177940
533760,176780
533760,176780
533760,176780
532420,177490
531940,178960
534280,177410
533810,174890
535440,178810
535770,175420
531990,179220
533210,177180
535170,179650
533040,177370
534540,175530
532540,176520
532540,176520
532540,176520
531510,179730
532530,178960
531930,178820
532110,176990
535380,179830
533360,179390
533360,179390
534560,176770
534580,176770
532930,178440
534200,176880
534200,176880
531940,178970
533910,178620
531650,179840
531650,179840
534420,177290
534210,176810
534440,177300
532790,179230
535650,178750
532210,178520
532180,179020
532180,179020
535060,176720
532740,180170
533210,174690
533210,174690
534090,177200
533240,177980
534150,176600
531640,180360
533590,174920
532960,178640
531570,180390
534400,176770
532520,178970
534190,176740
531650,180390
534370,179150
533460,179660
533120,179120
533600,176780
533900,177110
534440,176760
535010,175170
532900,176090
533730,174710
533780,176780
531650,180010
531650,180010
531650,180010
531650,180010
532260,180000
533180,175970
534740,176780
532120,179420
534310,175680
535200,178660
535200,178660
532330,178210
532050,179050
532900,176090
535800,178750
533620,178280
534830,177530
532940,179010
534220,176750
532540,179980
532960,180250
533240,173170
531460,179590
534060,176700
536260,179000
535440,176080
532070,180200
532100,178760
532540,177320
531570,180390
533790,178920
531640,179840
533230,171610
535340,176200
531650,179790
532450,177910
533430,172000
533430,172000
532530,176600
532500,178970
533710,176780
532240,178450
531980,179140
533030,177570
533350,180030
534390,173360
533280,178250
534750,173820
534410,175900
532900,176680
532060,178840
532060,178840
533480,175370
533490,178700
533710,171720
532940,179480
534320,176140
534410,175900
534540,176460
534650,177690
532440,177280
534080,176700
533520,179470
534120,178850
534580,178380
532530,176630
534942,178410
533630,176780
533970,176100
531650,180170
532530,176690
532760,178960
531650,180080
534290,178820
534200,177150
535040,176720
532530,176630
532260,180050
533820,175290
531620,179450
531620,179450
531620,179450
531620,179450
533470,176960
533470,176960
532008,179324
532050,178850
534130,177100
531640,179180
533830,175290
534940,177460
533330,176310
535220,178660
531570,180390
532320,178250
532327,178254
534400,175480
533930,178130
531900,179480
534180,176090
532490,178960
532490,178960
532890,175710
534500,179460
533400,179450
531870,178740
531860,178730
533190,173340
533120,178820
533900,179450
533880,176250
534040,174630
532420,177790
533740,178450
532980,175570
534100,174930
532230,178480
533660,178300
534450,177820
532540,178360
533140,172360
531940,178960
534390,174980
532080,178840
535440,179880
535440,179880
533370,178540
535670,178770
534390,179440
534390,178100
533490,179380
534780,179170
534780,179170
534780,179170
534750,177580
532710,179700
535330,179230
531900,180250
533460,179660
533550,171440
533550,171440
532440,177950
534500,173470
534500,173470
534500,173470
535080,175930
532110,176990
534750,178710
532740,180340
535920,178700
532970,174410
532970,174410
532940,179050
532320,176850
535590,178990
533260,176500
533370,171580
534530,175520
531960,179120
532770,180300
535750,178780
533370,171580
534950,178430
532480,178960
534080,173860
534590,179480
535070,179580
532770,173910
535660,178830
532440,177280
532440,177280
532440,177280
534420,176760
534420,176760
534510,176790
534680,175610
534680,175610
532590,176740
532030,178290
535060,177390
534900,178350
534900,178350
533450,179660
534420,175773
532690,180200
533640,178310
532090,178800
532270,179590
532460,176970
534230,174590
534540,176460
532200,178550
534330,176130
534390,179510
532790,175840
533050,176690
532430,177430
534160,178000
533830,175090
535030,175890
534430,175960
534560,176770
534460,176490
533820,175290
532020,179250
532540,176670
531790,180310
534460,177810
534460,177810
532520,176740
532550,176730
531800,180300
531800,180300
535150,177340
532700,178560
534480,175990
532040,178840
532040,178840
534420,178010
535308,178703
534860,176750
534100,177170
534220,174590
534220,174590
532140,176480
535340,178480
535340,178480
532160,179020
534570,176770
531650,179700
532720,172810
532440,179760
532440,179760
531960,179130
533900,179450
534440,177670
534300,176220
534400,175840
533120,179110
533820,177090
534650,177680
531660,178254
534650,177690
531730,178520
531730,178520
534190,177980
533130,176700
533260,179400
531730,179120
532520,179930
532410,177630
531650,179690
531460,179590
535180,176680
531640,180390
531640,180390
532640,174420
532960,179540
534660,179150
532540,176510
532540,176510
534150,179340
533910,173990
534750,177580
531860,180010
532190,179510
534140,176710
532640,178680
534200,176400
534120,179550
532510,176730
532510,176730
533020,177600
532630,180130
534990,177440
533320,173180
532100,180030
534400,175570
535330,173980
535320,173980
535320,173980
534660,173470
535330,177230
535330,177230
535320,177240
535320,177240
533710,170820
533210,178740
533210,178740
531720,179460
532010,179050
531960,179120
531960,179120
534640,176260
529840,170520
531080,174830
531430,178020
531290,177900
530990,175230
530990,180120
529390,175230
531858,175738
529990,170650
531000,177300
531000,177300
530590,178950
530590,178950
531800,174370
533040,171540
532650,173070
530760,172770
531280,179830
530440,173450
530769,176029
530923,175063
531120,177370
531010,175280
531220,177320
531150,174590
531030,173690
531220,178090
530220,172450
530910,179630
531020,175700
530010,171590
533363,170879
529780,175510
531020,175330
532260,170990
531890,177140
531180,176310
531070,175580
530570,176380
530240,176130
530020,174190
533350,171070
531040,180060
531730,172810
529890,173360
531160,175930
531160,175930
532370,176120
530870,174900
530490,176480
530030,175070
530200,176080
531470,177390
530760,176920
529440,173970
530780,176950
530840,179850
531180,175950
530180,170850
531140,180010
529670,175100
531782,172636
531782,172636
532950,171010
529840,171500
529840,171500
529840,171500
529340,169940
531170,177586
531220,173683
530900,179070
530410,177160
530500,176490
531590,178290
529340,175260
531190,179190
530240,171740
531240,179740
531240,179740
530470,170210
531940,177100
530130,171920
529340,175160
530910,175230
532160,176100
530050,171740
530830,179050
531170,176910
531160,176700
530270,171650
530080,171100
531150,177800
531330,177860
531330,177860
530340,178050
530580,174110
530580,174110
531278,179837
530870,177130
530540,170030
531170,175940
530894,177125
531200,179610
529980,177080
531050,175530
528870,174410
531900,172980
532010,174290
530870,174870
530870,174870
531270,177910
529020,173770
531320,171630
530200,176080
530180,170840
529620,175390
529930,173980
531100,175300
531190,179180
531160,177570
530620,178970
530130,172780
530190,172340
528560,175770
530170,170860
531630,172380
531870,171565
531050,175520
531120,177470
531050,175500
531050,175500
531050,175500
531050,175500
532630,173060
532630,173060
530275,177920
530275,177920
529680,173130
530420,172460
530420,172460
530890,179940
530530,173980
531710,175960
530020,171480
531180,175960
529560,170350
530170,172060
530170,172060
529920,173090
530985,176732
530510,176470
530010,171600
531780,173590
530860,179880
530900,178525
532420,172980
532420,172980
529610,175390
530780,174640
531176,177582
530790,176960
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530850,174840
530140,170995
530940,175120
530200,172330
530020,171390
530810,179860
531560,171080
531270,175330
529260,174050
531200,177210
530810,174740
531060,175560
531710,172950
530140,172000
530500,171040
530500,171040
529090,174770
530760,172770
531670,175850
532090,172690
531257,180280
530970,175240
530890,180350
530890,180350
530870,174870
531240,178920
531310,175950
531850,175670
531810,170980
529750,175037
531100,172000
530200,176080
532160,174640
529510,175260
532550,172590
530100,171800
530840,174280
530760,176020
531190,176150
531170,176500
531950,177100
531870,175780
530100,177480
531080,179150
530320,172790
530200,177835
530020,171680
531170,177580
530740,176880
531780,173030
531670,172490
529750,175510
530170,177830
530100,171050
529920,170590
530140,171930
530730,172650
530730,172650
530520,176450
530130,177630
531290,175700
531290,175700
531290,175700
531290,175700
531290,175700
531290,175700
531290,175700
531000,177310
529623,175398
530870,180340
530870,180340
530870,180340
530500,178940
531220,178320
530290,178050
530990,175270
529630,172200
531170,176410
531220,177310
531630,178590
531780,173590
531400,173330
531230,177650
530979,175237
528830,174330
530440,173460
529430,176300
531180,175320
531050,176710
531360,173410
530129,177293
532490,176460
529790,173750
530010,171430
530010,171430
530480,172240
531100,175710
531840,175660
531200,179620
530550,174030
530010,172430
530980,175420
529110,174290
530720,176130
531170,175940
531170,175940
531170,175940
531230,178570
530410,175820
531090,179400
531170,177000
531560,178230
530030,171690
531016,180159
531400,173320
531400,173320
530370,170360
531230,176660
530660,174890
531550,175480
530790,171560
530740,179650
531170,176500
531230,178600
530060,171230
529560,174470
530940,174500
530120,173630
530190,170870
531250,175350
531010,177020
530060,171230
529720,171840
531080,174600
531250,175340
529210,175020
532630,173080
532630,173080
531830,172530
531550,172960
530790,171570
530450,173450
531710,173030
530920,175050
531170,176760
530790,174680
531570,173090
530040,175460
529810,175510
531240,178920
530420,170290
530980,179560
529120,174840
531740,173150
530000,174180
532100,171000
532100,171000
530290,173920
531330,173450
530410,178370
530340,178060
530370,176300
529180,174210
530550,176740
530100,171060
530660,177090
531740,176500
530580,171040
530530,173990
530690,179670
531950,173850
532050,177020
532050,177020
530990,175270
531910,172170
530060,171230
530060,171230
530900,178120
529790,172600
529790,172600
530320,178000
531180,177560
530280,178060
532040,177030
531790,173320
531790,173320
530850,179660
528550,175880
531640,176320
528560,175770
531450,177400
530800,179540
530130,171810
530910,172240
530910,172240
529620,170310
530110,173670
531170,171610
531190,179190
531200,179170
531710,172880
531060,172050
530800,179470
531000,175270
531450,177400
530870,175220
531100,179750
530290,176200
530950,175130
531930,172290
532210,171480
530040,175450
530750,172710
530750,172710
532490,176460
530540,170070
530380,176310
531280,179830
530370,176310
530480,176470
528560,175740
531760,173190
530760,176910
530980,175230
531560,175480
530170,177840
529080,176050
530340,178060
531220,174000
531106,179467
531106,179467
531010,180150
531260,177740
530040,174400
528850,175880
532000,175600
532640,173060
531200,176060
530750,174580
531270,179400
530890,177130
530800,179520
530620,179270
530800,172160
530800,172160
530800,172160
531170,175960
530390,178040
531920,172960
530500,173940
531150,179330
530970,175340
530140,174750
531280,177510
531150,179300
531140,180200
531070,179490
531930,171450
531970,174460
531200,171140
530250,170620
530870,178110
531460,177400
531720,172830
531170,176480
530190,172240
530190,177840
530550,176600
531710,172930
531710,172930
531710,172930
531540,178530
530020,175070
530730,172640
530370,176310
530330,176250
530780,179760
530280,172670
529630,172200
529940,171540
530040,175380
531050,175500
531050,175500
531050,175500
530510,176470
530710,175130
529830,175530
531340,179860
530640,171030
531030,175380
530430,175060
531480,174540
530030,171320
531180,177060
530970,180210
530820,175180
531900,172280
530140,170990
530140,170990
530140,170990
531120,175310
530050,171470
529410,176280
530360,172910
531220,178140
530350,177820
531350,177880
529910,173750
530870,172140
529830,176760
530600,176310
530550,179080
530550,179080
530430,173720
531050,179500
530010,175260
531240,178980
530130,170990
530950,177220
531560,176320
530410,177790
530410,177790
530150,170980
530320,178020
531480,177380
530060,174540
529480,176340
529480,176340
531770,170980
530830,180450
530620,176680
531750,175280
530180,176050
529950,175620
530460,176770
530840,174820
528730,175820
531060,180150
529350,175210
529350,175210
530630,179290
529960,175630
532320,176250
531770,173590
530200,172430
530290,173970
529810,173750
530420,175070
531180,179960
530800,175170
530280,172650
529460,175950
530790,175170
530020,171460
530770,174630
530350,170390
530130,171840
530040,171830
530170,172080
530170,172070
531910,172220
530890,174960
529690,175440
530440,173560
532470,172830
531210,173800
530170,177840
531150,175830
530790,177840
529740,176610
531950,173000
531950,173000
531950,173000
531950,173000
530660,176200
531880,171690
530440,173100
531990,172010
532580,173200
530010,171450
531190,179190
530370,172940
530750,172710
531230,177690
531710,175970
533240,171490
530500,176600
530520,173960
531790,173400
531180,176350
530990,175260
530480,173440
531580,172890
531960,171780
530340,177580
530340,177580
531910,172220
531770,170990
529680,176110
529680,176110
529680,176110
529990,175660
531310,179850
531850,174350
533350,170930
530200,176080
530600,174180
530340,172790
531200,178240
531130,180340
531579,178253
531579,178253
530509,170170
530040,172580
531850,175730
531850,175730
531290,177500
531780,170980
530870,178110
531140,179500
531230,178410
530430,173120
531220,178180
530500,176490
530760,175150
531260,175340
531260,179390
531110,175740
531800,172590
531060,175550
531760,175610
530980,179550
531890,171990
530770,180540
530280,176730
530040,176130
531050,174960
531050,174960
531280,177900
531280,177900
531280,177900
530620,174230
531180,171080
531050,175490
531070,177410
530470,176740
531580,173070
529870,173350
530500,176500
532640,173060
532640,173060
532640,173060
531450,179930
530400,178210
529590,176430
529840,173480
528580,175760
531170,176640
530580,171130
530720,174490
530440,173080
533330,171180
531720,172810
531230,177690
531180,177560
530040,175460
530910,175800
530910,175800
531550,173040
531110,179460
529840,176770
531630,178590
531000,177310
530550,176580
530010,171370
530760,172770
530770,174650
529410,170040
531210,173790
530740,172710
531150,180000
529850,171500
530190,172110
